Pays,ISO3,Année,ECGTE_TaxeEnv_DeviseNat,ECGTE_TaxeEnv_PctPIB,ECGTEN_TaxeEnergie_CarbIncl_DeviseNat,ECGTEN_TaxeEnergie_CarbIncl_PctPIB,ECGTEP_TaxePollution_DeviseNat,ECGTEP_TaxePollution_PctPIB,ECGTER_TaxeRess_DeviseNat,ECGTER_TaxeRess_PctPIB,ECGTET_TaxeTransp_CarbExcl_DeviseNat,ECGTET_TaxeTransp_CarbExcl_PctPIB
Luxembourg,LUX,2015,963470000.0,1.78,871230000.0,1.61,0.0,0.0,14730000.0,0.03,77500000.0,0.14
Luxembourg,LUX,2016,942630000.0,1.68,852680000.0,1.52,0.0,0.0,13830000.0,0.03,76130000.0,0.14
Luxembourg,LUX,2017,962590000.0,1.66,876040000.0,1.51,0.0,0.0,10130000.0,0.02,76410000.0,0.13
Luxembourg,LUX,2018,1038410000.0,1.73,952190000.0,1.58,0.0,0.0,9240000.0,0.02,76980000.0,0.13
Luxembourg,LUX,2019,1103760000.0,1.77,1015390000.0,1.63,0.0,0.0,10620000.0,0.02,77750000.0,0.13
Luxembourg,LUX,2020,905020000.0,1.4,821370000.0,1.27,0.0,0.0,5890000.0,0.01,77760000.0,0.12
Luxembourg,LUX,2021,856700000.0,1.19,770010000.0,1.07,0.0,0.0,8450000.0,0.01,78250000.0,0.11
"Madagascar, Rep. of",MDG,2015,399400000000.0,1.20242589240853,399400000000.0,1.20242589240853,0.0,0.0,0.0,0.0,0.0,0.0
"Madagascar, Rep. of",MDG,2016,407451000000.0,1.08256399845024,407451000000.0,1.08256399845024,0.0,0.0,0.0,0.0,0.0,0.0
"Madagascar, Rep. of",MDG,2017,464722000000.0,1.13184391917743,464722000000.0,1.13184391917743,0.0,0.0,0.0,0.0,0.0,0.0
"Madagascar, Rep. of",MDG,2018,659347000000.0,1.43691465867192,659347000000.0,1.43691465867192,0.0,0.0,0.0,0.0,0.0,0.0
"Madagascar, Rep. of",MDG,2019,796570000000.0,1.56082418088999,796570000000.0,1.56082418088999,0.0,0.0,0.0,0.0,0.0,0.0
Malaysia,MYS,1995,1426090000.0,0.64,280000.0,0.0,1110000.0,0.0,0.0,0.0,1424000000.0,0.64
Malaysia,MYS,1996,1599040000.0,0.63,290000.0,0.0,1730000.0,0.0,0.0,0.0,1597000000.0,0.63
Malaysia,MYS,1997,1865230000.0,0.66,130000.0,0.0,1880000.0,0.0,0.0,0.0,1863000000.0,0.66
Malaysia,MYS,1998,1779780000.0,0.63,340000.0,0.0,1730000.0,0.0,0.0,0.0,1778000000.0,0.63
Malaysia,MYS,1999,1828070000.0,0.61,300000.0,0.0,2190000.0,0.0,0.0,0.0,1826000000.0,0.61
Malaysia,MYS,2000,1919860000.0,0.54,440000.0,0.0,1980000.0,0.0,0.0,0.0,1918000000.0,0.54
Malaysia,MYS,2001,2063330000.0,0.59,330000.0,0.0,2890000.0,0.0,0.0,0.0,2060000000.0,0.58
Malaysia,MYS,2002,2156000000.0,0.56,450000.0,0.0,1860000.0,0.0,0.0,0.0,2154000000.0,0.56
Malaysia,MYS,2003,2213740000.0,0.53,460000.0,0.0,1870000.0,0.0,0.0,0.0,2211000000.0,0.53
Malaysia,MYS,2004,2253300000.0,0.48,440000.0,0.0,1910000.0,0.0,0.0,0.0,2251000000.0,0.47
Malaysia,MYS,2005,2164600000.0,0.4,590000.0,0.0,2070000.0,0.0,0.0,0.0,2162000000.0,0.4
Malaysia,MYS,2006,1789920000.0,0.3,710000.0,0.0,2420000.0,0.0,0.0,0.0,1787000000.0,0.3
Malaysia,MYS,2007,1711260000.0,0.26,450000.0,0.0,2720000.0,0.0,0.0,0.0,1708000000.0,0.26
Malaysia,MYS,2008,1818450000.0,0.24,510000.0,0.0,2320000.0,0.0,0.0,0.0,1816000000.0,0.24
Malaysia,MYS,2009,1876780000.0,0.26,800000.0,0.0,2440000.0,0.0,0.0,0.0,1873000000.0,0.26
Malaysia,MYS,2010,2013070000.0,0.25,970000.0,0.0,2410000.0,0.0,0.0,0.0,2010000000.0,0.24
Malaysia,MYS,2011,2193080000.0,0.24,1200000.0,0.0,3620000.0,0.0,0.0,0.0,2189000000.0,0.24
Malaysia,MYS,2012,2290650000.0,0.24,700000.0,0.0,3310000.0,0.0,0.0,0.0,2286000000.0,0.24
Malaysia,MYS,2013,2412760000.0,0.24,290000.0,0.0,2270000.0,0.0,0.0,0.0,2410000000.0,0.24
Malaysia,MYS,2014,2541170000.0,0.23,3660000.0,0.0,2180000.0,0.0,0.0,0.0,2535000000.0,0.23
Malaysia,MYS,2015,2637710000.0,0.22,1730000.0,0.0,2890000.0,0.0,0.0,0.0,2633000000.0,0.22
Malaysia,MYS,2016,2722200000.0,0.22,1860000.0,0.0,3150000.0,0.0,0.0,0.0,2717000000.0,0.22
Malaysia,MYS,2017,2805000000.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,2805000000.0,0.2
Malaysia,MYS,2018,11265920000.0,0.78,1512810000.0,0.1,304690000.0,0.02,0.0,0.0,9448420000.0,0.65
Malaysia,MYS,2019,10432050000.0,0.69,1091370000.0,0.07,297660000.0,0.02,0.0,0.0,9043020000.0,0.6
Malaysia,MYS,2020,9148520000.0,0.65,634010000.0,0.05,240690000.0,0.02,0.0,0.0,8273820000.0,0.58
Maldives,MDV,2007,36630000.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,36630000.0,0.15
Maldives,MDV,2008,41020000.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,41020000.0,0.14
Maldives,MDV,2009,1600000.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1600000.0,0.01
Maldives,MDV,2010,82480000.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,82480000.0,0.25
Maldives,MDV,2011,384940000.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,384940000.0,0.95
Maldives,MDV,2012,345510000.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,345510000.0,0.78
Maldives,MDV,2013,400820000.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,400820000.0,0.79
Maldives,MDV,2014,484200000.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,484200000.0,0.85
Maldives,MDV,2015,558900000.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,558900000.0,0.89
Maldives,MDV,2016,613960000.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,613960000.0,0.91
Maldives,MDV,2017,790460000.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,790460000.0,1.08
Maldives,MDV,2018,737210000.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,737210000.0,0.9
Maldives,MDV,2019,838530000.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,838530000.0,0.97
Maldives,MDV,2020,386290000.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,386290000.0,0.67
Mali,MLI,1995,10877000000.0,0.81,9133000000.0,0.68,0.0,0.0,541000000.0,0.04,1203000000.0,0.09
Mali,MLI,1996,22470000000.0,1.58,19888000000.0,1.4,0.0,0.0,1014000000.0,0.07,1568000000.0,0.11
Mali,MLI,1997,36906000000.0,2.34,29245000000.0,1.86,0.0,0.0,6005000000.0,0.38,1656000000.0,0.11
Mali,MLI,1998,42205000000.0,2.45,33400000000.0,1.94,0.0,0.0,7008000000.0,0.41,1797000000.0,0.1
Mali,MLI,1999,58785000000.0,2.78,48315000000.0,2.28,0.0,0.0,8262000000.0,0.39,2208000000.0,0.1
Mali,MLI,2000,44365000000.0,2.11,33694000000.0,1.6,0.0,0.0,8279000000.0,0.39,2392000000.0,0.11
Mali,MLI,2001,48166000000.0,1.9,28337000000.0,1.12,0.0,0.0,17176000000.0,0.68,2653000000.0,0.1
Mali,MLI,2002,56635200000.0,2.09,30153770000.0,1.11,0.0,0.0,22708110000.0,0.84,3773320000.0,0.14
Mali,MLI,2003,54656500000.0,2.0,33733720000.0,1.23,0.0,0.0,17554630000.0,0.64,3368150000.0,0.12
Mali,MLI,2004,48617000000.0,1.69,30587000000.0,1.06,0.0,0.0,15115000000.0,0.53,2915000000.0,0.1
Mali,MLI,2005,49549000000.0,1.5,26389000000.0,0.8,0.0,0.0,19733000000.0,0.6,3427000000.0,0.1
Mali,MLI,2006,53261000000.0,1.48,16589000000.0,0.46,0.0,0.0,33004000000.0,0.92,3668000000.0,0.1
Mali,MLI,2007,67500000000.0,1.73,36806000000.0,0.94,0.0,0.0,26677000000.0,0.68,4017000000.0,0.1
Mali,MLI,2008,64189000000.0,1.46,34927000000.0,0.8,0.0,0.0,25253000000.0,0.58,4009000000.0,0.09
Mali,MLI,2009,66035000000.0,1.37,22999000000.0,0.48,0.0,0.0,39139000000.0,0.81,3897000000.0,0.08
Mali,MLI,2010,71016000000.0,1.34,25660000000.0,0.49,0.0,0.0,40982000000.0,0.78,4374000000.0,0.08
Mali,MLI,2011,57964000000.0,0.95,4684000000.0,0.08,0.0,0.0,48376000000.0,0.79,4904000000.0,0.08
Mali,MLI,2012,95647000000.0,1.51,25232000000.0,0.4,0.0,0.0,65611000000.0,1.03,4804000000.0,0.08
Mali,MLI,2013,82603000000.0,1.26,22286000000.0,0.34,0.0,0.0,55272000000.0,0.85,5045000000.0,0.08
Mali,MLI,2014,85253000000.0,1.2,27793000000.0,0.39,0.0,0.0,51881000000.0,0.73,5579000000.0,0.08
Mali,MLI,2015,154917000000.0,2.0,93264000000.0,1.2,0.0,0.0,55496000000.0,0.72,6157000000.0,0.08
Mali,MLI,2016,168717000000.0,2.03,100648000000.0,1.21,0.0,0.0,59893000000.0,0.72,8176000000.0,0.1
Mali,MLI,2017,163170000000.0,1.83,87789000000.0,0.98,0.0,0.0,68102000000.0,0.76,7279000000.0,0.08
Mali,MLI,2018,117344510000.0,1.24,48611450000.0,0.51,0.0,0.0,61132440000.0,0.65,7600610000.0,0.08
Mali,MLI,2019,149618230000.0,1.48,43625720000.0,0.43,0.0,0.0,98899740000.0,0.98,7092780000.0,0.07
Mali,MLI,2020,144343990000.0,1.44,55355560000.0,0.55,0.0,0.0,82696760000.0,0.82,6291670000.0,0.06
Malta,MLT,1995,94160000.0,3.08,25190000.0,0.82,0.0,0.0,0.0,0.0,68970000.0,2.25
Malta,MLT,1996,94250000.0,2.94,25200000.0,0.79,0.0,0.0,0.0,0.0,69050000.0,2.15
Malta,MLT,1997,115010000.0,3.37,41240000.0,1.21,0.0,0.0,0.0,0.0,73770000.0,2.16
Malta,MLT,1998,135330000.0,3.73,54970000.0,1.52,0.0,0.0,0.0,0.0,80370000.0,2.21
Malta,MLT,1999,147430000.0,3.85,57880000.0,1.51,0.0,0.0,0.0,0.0,89550000.0,2.34
Malta,MLT,2000,146270000.0,3.52,55140000.0,1.33,0.0,0.0,0.0,0.0,91130000.0,2.19
Malta,MLT,2001,148420000.0,3.46,61930000.0,1.45,0.0,0.0,0.0,0.0,86490000.0,2.02
Malta,MLT,2002,143810000.0,3.19,58530000.0,1.3,0.0,0.0,0.0,0.0,85280000.0,1.89
Malta,MLT,2003,149720000.0,3.13,55870000.0,1.17,0.0,0.0,0.0,0.0,93850000.0,1.96
Malta,MLT,2004,137480000.0,2.81,56300000.0,1.15,860000.0,0.02,0.0,0.0,80310000.0,1.64
Malta,MLT,2005,158010000.0,3.06,62290000.0,1.21,10360000.0,0.2,0.0,0.0,85360000.0,1.65
Malta,MLT,2006,171640000.0,3.18,66900000.0,1.24,11870000.0,0.22,0.0,0.0,92870000.0,1.72
Malta,MLT,2007,203260000.0,3.51,97580000.0,1.69,14360000.0,0.25,0.0,0.0,91320000.0,1.58
Malta,MLT,2008,199880000.0,3.22,86220000.0,1.39,17060000.0,0.28,0.0,0.0,96590000.0,1.56
Malta,MLT,2009,193940000.0,3.1,86620000.0,1.38,12900000.0,0.21,0.0,0.0,94430000.0,1.51
Malta,MLT,2010,190620000.0,2.8,92720000.0,1.36,10450000.0,0.15,0.0,0.0,87460000.0,1.28
Malta,MLT,2011,211270000.0,3.05,107350000.0,1.55,10940000.0,0.16,0.0,0.0,92990000.0,1.34
Malta,MLT,2012,205490000.0,2.79,108440000.0,1.47,9870000.0,0.13,0.0,0.0,87180000.0,1.18
Malta,MLT,2013,205670000.0,2.59,107560000.0,1.35,12080000.0,0.15,0.0,0.0,86040000.0,1.08
Malta,MLT,2014,239230000.0,2.73,128070000.0,1.46,16530000.0,0.19,0.0,0.0,94630000.0,1.08
Malta,MLT,2015,268910000.0,2.69,138240000.0,1.38,20980000.0,0.21,1100000.0,0.01,108590000.0,1.09
Malta,MLT,2016,276690000.0,2.63,144570000.0,1.37,17790000.0,0.17,1470000.0,0.01,112860000.0,1.07
Malta,MLT,2017,303050000.0,2.54,154050000.0,1.29,24290000.0,0.2,1060000.0,0.01,123650000.0,1.04
Malta,MLT,2018,321750000.0,2.48,161740000.0,1.25,26940000.0,0.21,2330000.0,0.02,130730000.0,1.01
Malta,MLT,2019,345680000.0,2.46,176480000.0,1.26,30520000.0,0.22,2140000.0,0.02,136540000.0,0.97
Malta,MLT,2020,296750000.0,2.27,143330000.0,1.1,30960000.0,0.24,70000.0,0.0,122390000.0,0.94
Malta,MLT,2021,289280000.0,1.97,150170000.0,1.02,30070000.0,0.21,70000.0,0.0,108970000.0,0.74
"Mauritania, Islamic Rep. of",MRT,2007,970090000.0,0.86,295130000.0,0.26,0.0,0.0,572920000.0,0.51,102040000.0,0.09
"Mauritania, Islamic Rep. of",MRT,2008,1224880000.0,0.99,429530000.0,0.35,0.0,0.0,667350000.0,0.54,128000000.0,0.1
"Mauritania, Islamic Rep. of",MRT,2009,1019060000.0,0.82,497760000.0,0.4,0.0,0.0,371640000.0,0.3,149650000.0,0.12
"Mauritania, Islamic Rep. of",MRT,2010,1328520000.0,0.86,493740000.0,0.32,0.0,0.0,626580000.0,0.4,208200000.0,0.13
"Mauritania, Islamic Rep. of",MRT,2011,2199110000.0,1.16,567200000.0,0.3,0.0,0.0,1404700000.0,0.74,227210000.0,0.12
"Mauritania, Islamic Rep. of",MRT,2012,2517420000.0,1.26,647900000.0,0.33,0.0,0.0,1569520000.0,0.79,300000000.0,0.15
"Mauritania, Islamic Rep. of",MRT,2013,1080600000.0,0.5,654070000.0,0.3,0.0,0.0,154530000.0,0.07,272000000.0,0.13
"Mauritania, Islamic Rep. of",MRT,2014,1216650000.0,0.61,663860000.0,0.33,0.0,0.0,256800000.0,0.13,296000000.0,0.15
"Mauritania, Islamic Rep. of",MRT,2015,1400720000.0,0.7,1041720000.0,0.52,0.0,0.0,62000000.0,0.03,297000000.0,0.15
"Mauritania, Islamic Rep. of",MRT,2016,2657060000.0,1.18,1652840000.0,0.73,0.0,0.0,693210000.0,0.31,311000000.0,0.14
"Mauritania, Islamic Rep. of",MRT,2017,3054960000.0,1.25,1734630000.0,0.71,0.0,0.0,1008640000.0,0.41,311700000.0,0.13
"Mauritania, Islamic Rep. of",MRT,2018,3741770000.0,1.4,2276750000.0,0.85,0.0,0.0,1157220000.0,0.43,307800000.0,0.12
"Mauritania, Islamic Rep. of",MRT,2019,3746740000.0,1.27,2368680000.0,0.8,0.0,0.0,1071070000.0,0.36,306990000.0,0.1
"Mauritania, Islamic Rep. of",MRT,2020,2998040000.0,0.96,2102700000.0,0.67,0.0,0.0,658240000.0,0.21,237110000.0,0.08
Mauritius,MUS,2005,1285450000.0,0.67,0.0,0.0,132080000.0,0.07,37790000.0,0.02,1115580000.0,0.58
Mauritius,MUS,2006,1710350000.0,0.77,0.0,0.0,143350000.0,0.06,35530000.0,0.02,1531470000.0,0.69
Mauritius,MUS,2007,5369660000.0,2.1,1939200000.0,0.76,260360000.0,0.1,130250000.0,0.05,3039840000.0,1.19
Mauritius,MUS,2008,6001360000.0,2.11,1962120000.0,0.69,321540000.0,0.11,73190000.0,0.03,3644510000.0,1.28
Mauritius,MUS,2009,6881730000.0,2.36,2212500000.0,0.76,283260000.0,0.1,128380000.0,0.04,4257580000.0,1.46
Mauritius,MUS,2010,7211170000.0,2.34,2420680000.0,0.79,300580000.0,0.1,89890000.0,0.03,4400020000.0,1.43
Mauritius,MUS,2011,8457030000.0,2.56,3017950000.0,0.91,506870000.0,0.15,223910000.0,0.07,4708310000.0,1.42
Mauritius,MUS,2012,9240200000.0,2.64,3098560000.0,0.88,399380000.0,0.11,92330000.0,0.03,5649930000.0,1.61
Mauritius,MUS,2013,9119120000.0,2.42,3068520000.0,0.81,354070000.0,0.09,159970000.0,0.04,5536550000.0,1.47
Mauritius,MUS,2014,10351260000.0,2.59,3219220000.0,0.8,407060000.0,0.1,571530000.0,0.14,6153460000.0,1.54
Mauritius,MUS,2015,10446130000.0,2.48,3291730000.0,0.78,644570000.0,0.15,227810000.0,0.05,6282030000.0,1.49
Mauritius,MUS,2016,10802220000.0,2.41,3438210000.0,0.77,639770000.0,0.14,216350000.0,0.05,6507890000.0,1.45
Mauritius,MUS,2017,11930090000.0,2.52,3642470000.0,0.77,626380000.0,0.13,85390000.0,0.02,7575860000.0,1.6
Mauritius,MUS,2018,13841560000.0,2.77,5140860000.0,1.03,655840000.0,0.13,127460000.0,0.03,7917400000.0,1.58
Mauritius,MUS,2019,15194140000.0,2.97,5700040000.0,1.11,698770000.0,0.14,300250000.0,0.06,8495080000.0,1.66
Mauritius,MUS,2020,11837450000.0,2.64,3938420000.0,0.88,621920000.0,0.14,130600000.0,0.03,7146510000.0,1.59
Mexico,MEX,1995,21637000000.0,0.94,17329000000.0,0.75,101000000.0,0.0,0.0,0.0,4207000000.0,0.18
Mexico,MEX,1996,26259400000.0,0.84,20412000000.0,0.65,134000000.0,0.0,80400000.0,0.0,5633000000.0,0.18
Mexico,MEX,1997,41753000000.0,1.05,34384000000.0,0.87,91000000.0,0.0,33000000.0,0.0,7245000000.0,0.18
Mexico,MEX,1998,71244000000.0,1.48,61621000000.0,1.28,51000000.0,0.0,33000000.0,0.0,9539000000.0,0.2
Mexico,MEX,1999,99354000000.0,1.73,87461000000.0,1.52,33000000.0,0.0,41000000.0,0.0,11819000000.0,0.21
Mexico,MEX,2000,80307050000.0,1.2,66211000000.0,0.99,29000000.0,0.0,269200000.0,0.0,13797850000.0,0.21
Mexico,MEX,2001,103554180000.0,1.47,87189000000.0,1.23,65000000.0,0.0,291000000.0,0.0,16009180000.0,0.23
Mexico,MEX,2002,129803070000.0,1.74,112221000000.0,1.51,52000000.0,0.0,259000000.0,0.0,17271060000.0,0.23
Mexico,MEX,2003,105663410000.0,1.34,87579000000.0,1.11,63000000.0,0.0,318000000.0,0.0,17703410000.0,0.23
Mexico,MEX,2004,72768910000.0,0.82,53334000000.0,0.6,65000000.0,0.0,380700000.0,0.0,18989210000.0,0.22
Mexico,MEX,2005,36919550000.0,0.39,15186000000.0,0.16,51000000.0,0.0,429400000.0,0.0,21253150000.0,0.22
Mexico,MEX,2006,-17321800000.0,-0.16,-42218000000.0,-0.4,49000000.0,0.0,417400000.0,0.0,24429800000.0,0.23
Mexico,MEX,2007,-21311360000.0,-0.18,-48324000000.0,-0.42,57000000.0,0.0,512810000.0,0.0,26442820000.0,0.23
Mexico,MEX,2008,-189002240000.0,-1.53,-217609000000.0,-1.76,53000000.0,0.0,1679100000.0,0.01,26874660000.0,0.22
Mexico,MEX,2009,30863430000.0,0.25,3203000000.0,0.03,176000000.0,0.0,1851270000.0,0.02,25633160000.0,0.21
Mexico,MEX,2010,-27644630000.0,-0.21,-56153000000.0,-0.42,222000000.0,0.0,2015970000.0,0.02,26270400000.0,0.2
Mexico,MEX,2011,-114954350000.0,-0.78,-145679100000.0,-0.99,255000000.0,0.0,2908590000.0,0.02,27561160000.0,0.19
Mexico,MEX,2012,-176782660000.0,-1.12,-203084300000.0,-1.28,300000000.0,0.0,3298090000.0,0.02,22703560000.0,0.14
Mexico,MEX,2013,-55885670000.0,-0.34,-85996200000.0,-0.53,390000000.0,0.0,3937550000.0,0.02,25782980000.0,0.16
Mexico,MEX,2014,17427730000.0,0.1,-12846800000.0,-0.07,1008600000.0,0.01,2101740000.0,0.01,27164200000.0,0.16
Mexico,MEX,2015,254228520000.0,1.37,220091100000.0,1.19,1760900000.0,0.01,4813140000.0,0.03,27563380000.0,0.15
Mexico,MEX,2016,314198840000.0,1.56,277263900000.0,1.38,2016200000.0,0.01,5165620000.0,0.03,29753120000.0,0.15
Mexico,MEX,2017,256252620000.0,1.17,216499000000.0,0.99,2264000000.0,0.01,6702480000.0,0.03,30787140000.0,0.14
Mexico,MEX,2018,225956510000.0,0.96,187666000000.0,0.8,2421000000.0,0.01,7555280000.0,0.03,28314230000.0,0.12
Mexico,MEX,2019,334952320000.0,1.37,297478900000.0,1.22,2669000000.0,0.01,7037050000.0,0.03,27767370000.0,0.11
Mexico,MEX,2020,333500930000.0,1.42,299597000000.0,1.28,3159000000.0,0.01,6243600000.0,0.03,24501330000.0,0.11
Mexico,MEX,2021,253271790000.0,0.98,222894600000.0,0.86,3193000000.0,0.01,9978220000.0,0.04,17205970000.0,0.07
Mongolia,MNG,2006,0.0,0.0,32200000000.0,0.8,0.0,0.0,0.0,0.0,31400000000.0,0.78
Mongolia,MNG,2007,0.0,0.0,36000000000.0,0.73,0.0,0.0,0.0,0.0,45200000000.0,0.91
Mongolia,MNG,2008,0.0,0.0,28000000000.0,0.43,0.0,0.0,0.0,0.0,78300000000.0,1.19
Mongolia,MNG,2009,0.0,0.0,40400000000.0,0.61,0.0,0.0,0.0,0.0,35900000000.0,0.55
Mongolia,MNG,2010,174501490000.0,1.79,102932050000.0,1.06,0.0,0.0,6769440000.0,0.07,64800000000.0,0.66
Mongolia,MNG,2011,216451760000.0,1.64,82298810000.0,0.63,0.0,0.0,4652950000.0,0.04,129500000000.0,0.98
Mongolia,MNG,2012,209749970000.0,1.26,71110320000.0,0.43,0.0,0.0,3139650000.0,0.02,135500000000.0,0.81
Mongolia,MNG,2013,301737510000.0,1.57,120897960000.0,0.63,11081040000.0,0.06,39558510000.0,0.21,130200000000.0,0.68
Mongolia,MNG,2014,279688880000.0,1.26,111956610000.0,0.5,13246390000.0,0.06,35885890000.0,0.16,118600000000.0,0.53
Mongolia,MNG,2015,434013680000.0,1.9,304812480000.0,1.33,15965380000.0,0.07,40835820000.0,0.18,72400000000.0,0.32
Mongolia,MNG,2016,474623520000.0,1.98,350958490000.0,1.47,15750370000.0,0.07,48914670000.0,0.2,59000000000.0,0.25
Mongolia,MNG,2017,373306350000.0,1.33,173649880000.0,0.62,18064630000.0,0.06,57591840000.0,0.21,124000000000.0,0.44
Mongolia,MNG,2018,593001840000.0,1.82,268720600000.0,0.83,19004680000.0,0.06,52776560000.0,0.16,252500000000.0,0.78
Mongolia,MNG,2019,673582630000.0,1.78,325809410000.0,0.86,18762220000.0,0.05,55310990000.0,0.15,273700000000.0,0.72
Mongolia,MNG,2020,589606450000.0,1.57,301736650000.0,0.81,19219290000.0,0.05,50450500000.0,0.14,218200000000.0,0.58
Montenegro,MNE,2005,56380000.0,3.11,53320000.0,2.94,0.0,0.0,0.0,0.0,3050000.0,0.17
Montenegro,MNE,2006,64170000.0,2.96,60490000.0,2.79,0.0,0.0,0.0,0.0,3680000.0,0.17
Morocco,MAR,2000,9780570000.0,2.21,8795000000.0,1.98,0.0,0.0,22320000.0,0.01,963250000.0,0.22
Morocco,MAR,2001,10299830000.0,2.3,9239000000.0,2.06,0.0,0.0,25280000.0,0.01,1035550000.0,0.23
Morocco,MAR,2002,10425730000.0,2.16,9308000000.0,1.93,0.0,0.0,41500000.0,0.01,1076230000.0,0.22
Morocco,MAR,2003,10627380000.0,2.11,9445000000.0,1.88,0.0,0.0,43240000.0,0.01,1139140000.0,0.23
Morocco,MAR,2004,9689920000.0,1.8,8509000000.0,1.58,0.0,0.0,53520000.0,0.01,1127400000.0,0.21
Morocco,MAR,2005,10197260000.0,1.79,9002000000.0,1.58,0.0,0.0,64260000.0,0.01,1131000000.0,0.2
Morocco,MAR,2006,10494040000.0,1.76,9202000000.0,1.55,0.0,0.0,72040000.0,0.01,1220000000.0,0.21
Morocco,MAR,2007,11574910000.0,1.79,10160000000.0,1.57,0.0,0.0,83440000.0,0.01,1331470000.0,0.21
Morocco,MAR,2008,12108430000.0,1.69,10639000000.0,1.48,0.0,0.0,100930000.0,0.01,1368490000.0,0.19
Morocco,MAR,2009,13418250000.0,1.79,11708000000.0,1.56,0.0,0.0,120270000.0,0.02,1589980000.0,0.21
Morocco,MAR,2010,13827680000.0,1.76,12307000000.0,1.57,0.0,0.0,140860000.0,0.02,1379820000.0,0.18
Morocco,MAR,2011,14506850000.0,1.77,12943000000.0,1.58,0.0,0.0,123670000.0,0.02,1440180000.0,0.18
Morocco,MAR,2012,14815430000.0,1.75,13115000000.0,1.55,0.0,0.0,149360000.0,0.02,1551060000.0,0.18
Morocco,MAR,2013,15413060000.0,1.72,13325000000.0,1.48,0.0,0.0,151160000.0,0.02,1936900000.0,0.22
Morocco,MAR,2014,16035000000.0,1.73,13918000000.0,1.5,0.0,0.0,150000000.0,0.02,1967000000.0,0.21
Morocco,MAR,2015,2116360000.0,0.21,1764760000.0,0.18,0.0,0.0,168030000.0,0.02,1948330000.0,0.2
Morocco,MAR,2016,2527000000.0,0.25,999250000.0,0.1,0.0,0.0,188000000.0,0.02,2339000000.0,0.23
Morocco,MAR,2017,2543510000.0,0.24,1015540000.0,0.1,0.0,0.0,186510000.0,0.02,2357000000.0,0.22
Morocco,MAR,2018,2790010000.0,0.25,1537950000.0,0.14,0.0,0.0,185020000.0,0.02,2604990000.0,0.24
Morocco,MAR,2019,3061030000.0,0.27,0.0,0.0,0.0,0.0,183530000.0,0.02,2877490000.0,0.25
Morocco,MAR,2020,3619240000.0,0.33,0.0,0.0,0.0,0.0,162000000.0,0.02,3457240000.0,0.32
Namibia,NAM,2006,86000000.0,0.16,86000000.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0
Namibia,NAM,2007,71000000.0,0.11,71000000.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0
Namibia,NAM,2008,105670000.0,0.15,105670000.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
Namibia,NAM,2009,81700000.0,0.11,81700000.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0
Namibia,NAM,2010,101580000.0,0.12,101580000.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0
Namibia,NAM,2011,92740000.0,0.1,92740000.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Namibia,NAM,2012,117000000.0,0.11,117000000.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0
Namibia,NAM,2013,131000000.0,0.11,131000000.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0
Namibia,NAM,2014,44000000.0,0.03,44000000.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0
Namibia,NAM,2015,209000000.0,0.14,209000000.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0
Namibia,NAM,2016,382000000.0,0.24,382000000.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0
Namibia,NAM,2017,342000000.0,0.2,342000000.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Namibia,NAM,2018,813000000.0,0.45,813000000.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0
Namibia,NAM,2019,1201000000.0,0.66,1201000000.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0
Namibia,NAM,2020,1207000000.0,0.69,1207000000.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0
"Nauru, Rep. of",NRU,2010,10000.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.01
"Nauru, Rep. of",NRU,2011,10000.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.01
